ulasan,sentiment_label
"Dulu sih masih bisa nonton+bisa di download, sekarang gk bisa di download wajar lah, tapi masa kalau mau nonton harus bayar😠😠😡 bintang 1 ada deh ⭐",negative
Kok saya gak bisa berlangganan yah Saya pilih yang 1 bulan gak bisa Harus yang 1 tahun katanya... Gimana solusinya nih bisa bantu saya kah😔😔,positive
"Tiap nyambung wifi pasti ga bisa nnton filmnya alias error, giliran cuma pake data dr hp lgsung lgsung bisa tlong di perbaiki",negative
"Worst corporation and application ever. Because you force your audience to accept LGBTQ and BLM agenda, You fired your best actor (Johhny Deep)",negative
kenapa jadi error,negative
Senang bisa menonton di Disney+Hotstar... Lebih ditingkatkan lagi,positive
Film filmnya ga sebanyak yang saya kira terutama film dan drama koreanya dikit banget western movienya juga ga lengkap semuai,positive
KENAPA SIH INI DISNEY NYA KOK SAYA LAGI NONTON MALAH KELUAR SENDIRI PADAHAL MASIH PREMIUM TAPI MALAH SUKA ERROR DISNEY NYA ANEH BANGET SAYA GA NYAMAN KALO LAGI NONTON TIBA TIBA BERHENTI GINI TOLONG DI PERBAIKI,negative
"Kualitas bagus, bisa yuk disney banyakin drakor lg biar makin mantepp",positive
Jelek gays jngn di dowload,negative
Tolong aplikasinya di perbaiki saya mau nonton film tidak bisa karena error tolong di perbaiki servernya.,positive
"Ini kenapa ya disney makin kesini makin jelek udah berlanganan setahun,tapi vidio tidak bisa diputar kesahalan terus,di unistal download lagi daftar no yg berlanganan kode dikirim dimasukin salah gak jelas banget,udah itu kode nya dikirim bukan aplikasi disneynya akun bisnis gimana nih solusinya,minta kode gak nonggol sampe batas maksimun katanya habis gak jelas,tolong diperbaruin dong",negative
"Udah berlangganan trus untuk login codenya lama sekali apa emang tidak dikirim dari pihak defelopernya 😠😠, sangat mengecewakan 😡😠",negative
Tidak bisa berlangganan lewat gopay padahal saldo gopay mencukupi,positive
"Pembayarannya di perumit padahal 2022 itu sudah bisa pakai Ovoi shopeepay Dana, lah ini maih pke kartu kredit doang mohon di tinjau lg ya biar lebih gampang kan ga semua orang punya kartu kredit",positive
Cara install di tv smart,positive
Jelek bnget aplikasi nya masak di hp saya tidak bida di buka,negative
Film nya dikit amat,positive
Tidak bisa membeli paket langganan perbulan aneh dulu2 bisa beli perbulan 🤦🏻‍♀️,negative
Nice try,positive
"Saya sudah beli paket kuota dengan akses free streaming disney+ hotstar selama 1 bulan. Tp setelah aplikasinya dibuka, malah gak bs streaming dan disuruh bayar. Padahal di atas udh ada tulisan BERLANGGANAN. Tolong ya pihak telkomsel, saya sudah hubungi ke nomor 188 tapi tidak ada jawaban dan pemecahan masalah. Saya pakai Telkomsel udh dari dulu banget. Baru kali ini saya kecewa dan ngerasa sangat ditipu dengan promo kuota kalian. Saya harap ada solusi untuk masalah ini.",negative
Bola,positive
"Saya pengguna baru. aplikasi ini sangat berantakan, mulai dari video offline yg tidak bisa di buka, streaming video lemot padahal sinyal saya 4G.... Trus saya coba beberapa cara salah satunya logout tetapi semua video yg telah saya download terhapus. SAMPAH, paket saya terbuang sia"" T_T",negative
"Aplikasi sering tidak bisa tersambung ke internet, perlu perbaikan",positive
Tolong tambahkan fitur playspeed,positive
"Caption subtitle nya dibikin custom in-app dong kaya netflix.. masa setting captionnya harus masuk settingan hp dulu, ribet.",positive
"Awaal pemakaian bagus setelah beberapa saat tidak bisa nonton lagi, mengecewakan padahal jaringan bagus, ram nya masih banyak",positive
Sdh 3 hri ini seluruh video tidak dapat di putar..sdh di instal ulang msh ttap tdk dpat diputar..dan slow respon sekali..langganan tiap bulan tpi x ini bkin sebel..😓,negative
Langganan 1 bulan kenapa pembayarannya di persulitt😭😭pake ga ada metode pembayaran nya lainnya😭😭 otomatis nyuruh langganan yg tahunan😤😤😤,negative
"Update terbaru kualitas video susah HD, low resolusi terus.. padahal buka youtube jaringannya lancar. Tolong perbaiki",negative
Sayang nya pembayarannya hrs pke kartu kredit sma gopay g bisa pke bank vitualaccoun,positive
"aplikasi Disney sangat bagus sekali,saya sudah cukup lama menggunakan Disney dan tidak ada kendala Yasa mungkin sedikit ngelek aja tapi tetep bagus kok👍",positive
Please add movie rating from imdb also user can give some star,positive
Mengapa sangat sulit sekali login ke akun android tv,negative
👍👍👍,positive
Jelek kalau mau nonton film nya pendek kadang dapat nya,negative
"Lumayan bisa Nonton film bioskop terbaru gratis di Aplikasi ini dan jg tanpa iklan walau paket kuota Telkomsel+Disney Hotstar jadi ikutan naik tarifnya hehehe gpp, thanks Telkomsel+Disney sukses terus menghibur masyarakat",positive
"Saya kurang puas.. .karna ketika sya mau berlangganan harus lewat gopay, atau kartu kredit??memang bagus sich.. .tapi gak semua orang menggunakan sistem pembayaran seprti itu. Biasa nya sya bli pket internet sklian sma hotstar jdy byza nton speti biasa.. .tpy stlah di perbaharui sya gak byza nton sprti byza hrz berlangganan dgn sistem pembayaran gopay & krtu kredit. Tlong pmblian bisa kyk dlu lagi & trima kasih",positive
"Saya sarankan yang ingin download mending tidak usah download Saya juga akan hapus ini aplikasi Nonton tidak ada yang gratis Sudahlah harus beli paket data, masih harus bayar berlangganan, sinyal juga harus benar benar stabil Aplikasi nonton yang sangat manja",positive
Pembayaran cuma bisa pake kartu kredit?,positive
keren,positive
Kecewa bnget biasanya klo perpanjang kuota internet ini ikutan perpanjng juga otomatis tpi kok skrang harus langganan dlu lagi sngat mngecewakan,negative
"Kecewa pas nonton tiba tiba kualitas film jelek padahal sudah pilih setingan tinggi. Untuk apa ada pilihan setigan kalau sama aja jadi otomatis, lebih baik setingannya otomatis aja. Saran agar memperbaiki setingan agar jika sudah dipilih di setingan tinggi tidak akan berubah. Lihat reverensi di apk lain Seperti YouTube misalnya.",negative
"sekarang kok ngebug terus ya, udh donlot pas nonton setengah film, dan ingin lanjutkan nonton lg malah loading lama sekali, giliran nonton yg lainnya lancar, udh hapus data, login lg tetep aja sama!! mau make data atau wifi tetep sama saja begituu !!!!!",positive
Karena ada BTS nya aku kasih bintang 5 Semoga acara BTS selalu update di Disney+ hotstar Kalau udah bnyak program BTS ny baru aku mau gabung premium 😅😅😅😅😅,positive
Sering gagal memutar..padahal sinyal bagus dan GK ada masalah..tapi selalu gagal memutar,positive
Good APP,positive
"Indosat is good, Telkomsel jelekk",negative
Sudah berlangganan 30 hari tp baru 10 hari minta bayar lagi 🥲,negative
Gg,positive
"Pinter banget ya strategi marketingnya, mau langganan bulanan gabisa pake rekening dan wallet, bisanya digunakan untuk pertahun. Gila licik banget, skip lah mending di aplikasi lain aja. Langsung uninstall aplikasinya",positive
G bisa putar film (tejadi kesalahan NM-4750,negative
apik,positive
"Payah, berlangganan satu bulan harus pakai CC, Bisa aja yaa Marketingnyaa",negative
Gak bisa menggunakan ovo dan dana,positive
Good 👍,positive
Kenapa error melulu sih aplikasi nya????,negative
Tolong dong kualitas nya di update kok udah tinggi kualitasnya masih kek rendah sakik mata nonton w,negative
Lagi ada gangguan atau gmna hotstar?,negative
"Dulu setiap beli kuota internet di via mytelkomsel pasti gratis berlangganan, kok sekarang udah gada min? Kalo distop saya sangat kecewa 😭",negative
Pakai paket,positive
"Sudah bagus, alangkah lebih baik lgi bisa atur resolusi seperti di youtube",positive
"koq jadi muter"" trus????",positive
"Udah download, biar ntn offline malah tidak bisa di putar filmnya",negative
Suka banget aplikasi nya,positive
Masalah DRM terus. (DR-1100),negative
"Nyedot kuotanya keceng banget,sekali nonton satu film 40GB langsung sisa 2-3GB. Kirain pasang langganan bisa lebih irit nontonnya.",positive
Really Good,positive
"Awal pake aman tapi kok sekarang error NL-4000 terus. Udah ciba cari di YouTube ga works, udah email dan udah di kasih saran tetep ga bisa, gimana ini? Sayang saya masih berlangganan cukup lama, bisa kalo pake web doang, mohon solusinya, saya pake device poco f3.",negative
Anime overlordnya update lagi dong udh lebih dri seminggu nihh,positive
Stop autoplay gimana ya kok gak ada di setting,negative
"Buruk aplikasi sering trable dan tidak bisa memutar semua film,padahal saya sudah berlangganan paket yang setahun,tidak seperti aplikasi sebelah Netflix tidak pernah ada trable,tolong diperbaiki kualitasnya,karena sangat merugikan saya sebagai konsumen.",negative
Saya sangat senang bisa berlangsung langganan Disney+ Hotstar tetapi kenapa WWE Clash Castle gak bisa diputar? Mohon diperbaiki agar saya bisa menonton lagi,positive
"Rugi amat udah bayar setahun malah gabisa di pake, capekdeh! Info nomor cs nya gaada ya",negative
Ini kenapa error terus tiap mau stream😔😔😔😔😔,negative
"Ku rasa dalam kualitas video harap diperbaiki, yang tiba tiba resolusi turun naik, dan untuk pengisi suara kurangi pake bahasa ""AKU"" Dan ""KAMU"" ku rasa pake kata ""KAU"" dan ""KU"" bisa sedikit lebih keren, tidak terlalu seperti anak kecil yang sedang berbicara. Yah ini hanya saran mohon maaf bila terlalu memudahkan",positive
Sumpah ini aplikasi Disney nya sangat bagus,positive
Kasih support buat TV box donk min,positive
MANTAP TINGGAL SPIDERMAN NO WAY HOME,negative
Gg,positive
Huuu gajelas,negative
Kualitas video buruk.,negative
enak cari marvel,positive
Bgus,positive
"Daredevil tolong di kasih dubbing Indonesia, terimakasih 🙏",positive
What a stupid aplication,negative
Filam Nya Kurang Complete,positive
"aplikasi aneh, sakit, ayan, ga guna. masa kalo langganan sebulan harus pake kartu kredit. gajelas blok.",negative
"sdh daftar yg 1 bulan,, baru dapet 10 harii sudah gak bisa nonton lagi., sruhh bayarr lagii..( msih ada buktinya kog,) aplikasii apa'an nihhh??? gak ada komitmen sma sekali .. . sudah di email jugaa , tpi gak ada blasan apa pun .. weTv gak pernah tuhh kyak gituu ..",negative
kenapa ya kok pas buka ada hulu india ya?? kenapa harus beli berlangganan? tolong bantu jelaskan / stepnya buat ilangin programnya. sy gak mau berlangganan film india,positive
Parah sekarang klo di hp gambar hancur pecah padahal sdh disetting kualitas tinggi,negative
Untuk cara nonton nya gimana Apakah harus bayarrr?,negative
Gak bisa streaming padahal udah beli paket masa disuruh bayar lagi,negative
👌👌👌,positive
Loding,positive
koneksi CAST ke google TV susah ...,negative
top,positive
"Awalnya bagus2 saja, akhir2 ini film yang biasa ditonton ada seperti film harry potter tidak ada. Banyak hilang filmnya",positive
"Aplikasi sudah bagus, tapi ada 2 poin besar yang sangat mengganggu. 1. Pengaturan kualitas video. Saya sudah setting kualitas tinggi dan jaringan wifi sangat stabil, namun gambar video yang dimunculkan patah-patah bahkan sampai blur. Tidak sesuai dengan kualitas yang kita pilih! Serius, ini sangat mengganggu cinema experience saya terutama untuk film-film marvel. 2. Pengelompokkan atau kategori. Ada beberapa series (read:tidak semua) yang episodenya terpisah-pisah, contoh: series i am groot.",negative
"Mau coba bulanan dl, tp dipersulit pembayaranya.. Bukan aps fave ku, bye",negative
"Loading mulu pas mau masuk apk nya, padhl belum masuk tapi hp udah panas duluan, sangat di sayangkan:(",negative
Sayang sekali tidak bisa memantau siapa yang login dan tidak bisa merubah profil akun,negative
Setelah di update jadi berlangganan Dahulu bisa streaming film apa saja tanpa berlangganan,positive
Bagus saya jadi bisa nonton cars terbaru,positive
Udah berlangganan malah gak bisa dibuka gimana nih admin,positive
Good,positive
"Kenapa jadi versi India anjir , gabener nih woy benerin",positive
Banyakin lagi min series drakornya hehe,positive
"Ini updet malah bikin ribet dah cara pembayaran nya, gak bisa make e-walet kalo perbulan kalo yang setahun baru bisa. Disney penurunan kualitas",positive
Kasih 1 dulu... nanti kalo sudah ada metode pembayaran lain selain kartu kredit n gopay... baru tambah.....,positive
Good,positive
"Susah sekali utk menyambungkan ke TV android. Mestinya ada menu di aplikasi utk pairing ke TV android atau perangkat lain yg bisa menggunakan aplikasi disney hotstar. Kendala yg saya alami, saya tidak bisa menemukan tempat memasukkan kode yg ditampilkan di TV android. Misalnya kode iqkk, fknp, dan semacam itu.",negative
mantap,positive
"Awalnya lancar setelah d update jadi kacau, GK bisa d tonton padahal sinyal bagus 4g",positive
tidak bisa langganan per bulan menggunakan e wallet,positive
G bs diputar di car android.....hadeeeeeeehhhh,positive
"Gak jelas, sinyal penuh, pake data seluler tpi ttp aja loading gak jelas",negative
Top,positive
Aplikasi tidak berbobot.,positive
"Ini kenapa coba, sinyal aman data aman tapi gk bisa nonton, muter2 aja cuman dengar suaranya aja",positive
Wah parah sih Disney pdhl kan udh paketan Telkomsel tapi bulan ini tiba2 ga bisa akses pdhl kan paketnya udh termasuk Disney hotstar njir gimana sih,positive
Ini knp loading terus?,positive
SEMUA film hrs bayar loh Bru bs di tonton 🙃😃,positive
Bagus,positive
Bagus,positive
Buat berlangganan susah harus punya visa 🥺,negative
Sering ngebug... Sayang bagt langganan tiap bulan padahal... Segera diperbaiki ya... Biar bintangnya nambah...,positive
Tidak bisa berlangganan bulanan,positive
Mantulity,positive
"Bagus benar siaran filmnya,..",positive
"Terima kasih, aplikasi sangat luar biasa",positive
"Mohon untuk kualitas video saat streaming nya di tingkatkan lagi, karena sangat tidak nyaman saat menonton, apk sebelah aja bisa Lo ngoptimalin kualitas stream mereka",positive
BAGUS BANGET ANJAYY,positive
Sekarang mau nonton video banyak ngelagnya,negative
"Kenapa pas mau saya nonton, gabisa dimulai filmnya? Kek udh berulang kali di tekan start, malah gak mulai² videonya, coba tolong di perbaiki ya, karna sebelum²nya aman² aja pakenya ga afa kendala apapun",positive
Selalu loading,positive
Lancar di TV Android 9,positive
Loginnya selalu susah 😒,negative
"Sy telah berlangganan tetapi selalu error saat pemutaran video, gambar berheti tetapi suaranya dalam video terus berlanjut. HP saya memadai, ram dan rom terpakai masih setengahnya. Tolong cepat di perbaiki",negative
Good,positive
"Masa harus relog mulu, mana sms ga masuk masuk. bintang 1 🖕",positive
Bangke aps sialan bikin hp nge freeze sekrang mana nge freeze nya itu stuck gk jelas lagi mesti do force shutdown terus hpnya jadinya udah kesalahan PL- apalah terus lagi nyesel lanjut nge subscribe jadi gk kepake,negative
mantap,positive
Ribet ya .. gk kaya aplikasi lain bisa pake pls bwt potongan berlangganan.. ok deh mkasi,positive
Kualitas vidio kadang ngeblur sendiri. buffering terus menerus padahal sinyal internet bagus.,positive
Langgan kok gak bisa di buka yaa sudah saya donload tetap tidak bisa lps002,positive
"Sebelumnya puas nonton disney + hotstar karena pengguna telkomsel. Tapi sekarang udah gak bisa dipakai lagi, harus berlangganan sendiri di disney hotstar, padahal beli paket internet telkomsel sudah termasuk berlangganan disney hotstar. Jadi gak asik lagi kalau harus bayar 2 kali. Kecewa",negative
"Utk film2 layar lebarnya di pertahankan yah, terutama film Indonesia. Tp boleh dong Drakor nya di tambah lagi😁",positive
Good aplication. Tq,positive
Oh... file unduhan nya gagal play terus.. Padahal langganan disney hotstar krn bisa di download n play offlinw,positive
knpaa si ko ngabisa bayar dialfaa gituh cumaa bisa pake debit ajaaa,positive
thankyou so much for being able to rerun the bts concert 🥲🥰,positive
aplikasinya keren. Tpi ko aplikasi aku blum bisa terbuka kenapa iya. apa karna jarang buka aplikasinya,positive
Keren sekali yee ✨💎💎✨💎💎✨ 💎💎💎💎💎💎💎 💎💎💎💎💎💎💎 ✨💎💎💎💎💎✨ ✨✨💎💎💎✨✨ ✨✨✨💎✨✨✨,positive
"TOLONG update dong, berapa update disney+ hotstar saat ini, kendala gangguan bagi saya maupun semua.. disaat sudah mendownload film beberapa hari kemudian vidio itu tidak bisa diputar lagi. √√√ ENGLISH: please update, how many disney+ hotstar updates are currently, the problem is interference for me and all... when I downloaded the movie a few days later the video couldn't play even though I've downloaded it I tried to open it again but still can't. I give 5 stars so you can solve this problem",negative
Good,positive
Kenapa akhir2 ini sering muncul pop up something went wrong terus?,negative
Perbanyak Animeee,positive
Disney sekarang pelit dulu geratis nontonadu,negative
Masih banyak bug kalo di sambungkan di smart TV,positive
"kenapa sekarang nonton lewat wifi tidak bisa,?",positive
Very Good,positive
Aplikasi lumayan bagus si Tapi gambar nya suka rabun gitu🙂,positive
Kenapa pakai wifi ga bisa di buka?,positive
Kenapa ya di beberapa film volume nya kecil banget padahal udah full,negative
"Pembayaran tolong dimudahkan, mau berlangganan opsinya hanya kartu kredit doang",positive
Kemarin2 bagus. Tapi sekarang tiap mau nonton play video nya nge bug terus ampe nge lag dan hpnya kaya error gitu. Padahal memori masih kosong dan aplikasi streaming lain lancar jaya,negative
Lumayan mantap,positive
Kualitas bagus nomer 1,positive
Mungkin,positive
Kenapa hrs berlangganan pkk kartu kredit sih cba fitur gratiss jd bisa nonton.. huuffff,positive
"Disaat aplikasi lain berlomba2 supaya pilihan pembayaran lebih gampang, ini malah dipersulit, pembayaran cuma via creditcard, klo mau e-wallet pun pilihan terbatas dan harus 1 tahun. Downgrade bgt aplikasi nya",positive
Udah bayar eh isinya film2 jadul. Series juga g update.. Nyesel bngt.,negative
Saya kasih bintang 3 dulu yach klo aplikasinya bagus nnti saya tambahin bintangnya😊,positive
mantap,positive
Walking dead s6 e1 item putih ngab,negative
Selalu apdet filmnya,positive
bad quality when l stream. always,negative
"Awalnya lancar2 aja slalu langganan pertiga bulan,, trakhir mau perpanjang malah ga bisa isi paket disney hotstar tidak tersedia lewat aplikasi mana pun,, sekalinya bisa sehari kemudian pembelian paket dinyatakan gagal 😓",negative
Semua orang pun kalau nonton patah patah loading lama gak akan nyaman lah,negative
"Lumayan bagus tapi tarohin juga dong film series"" terbaru",positive
"Awalnya oke, bbrp hari ini gak bisa streaming apa2. Kirain sinyal saya jelek, tnyta aplikasi nya memang yg busuk. Pdahl udah langganan 1tahun.",negative
Terima kasih Disney+ Hotstar 🙂🇮🇩,positive
Selalu something went wrong,negative
"Not support perangkat anda ""NT""",negative
Bayarnya pake pulsa aja ga bisa ya? Malas klu harus menggunakan bank. Pake minta nomer kartu segala. Ribet,positive
Kenapa pada saat di download filmnya tidak bisa diatur jadi dub indo ? Dan kenapa tidak ada subtitle bahasa indonesianya ? Tolong solusinya. Saya tidak nyaman menonton menggunakan subtitle melayu.,negative
Ok,positive
film little women donk min lagi trending tuh,positive
Aplikasi gajelas hp gua harus restart gara-gara blank tiba-tiba.,negative
"Bahaya ini aplikasi ambil data orang kalo regist, hp gua langsung blank gabisa diapapain abis masukin kode verifikasi buat Regis.",negative
Sering ngehang dan video tetap berjalan,positive
Sosial,positive
"Tolong knapa saya tidak bisa berlangganan menggunanakan kartu debit ,saya mau langganan bulanan",positive
"Kenapa harus bayar, tidak bagus aplikasi ini, seluruh film harus membayar mahal, miskin banget disney hotatra",negative
Bagus bgt bun buat nonton beel,positive
"Udh byar buat 1thu tpi bru bbrp bulan udh g bsa di tonton, keterangan konten sudah tidak ada di perangkat.. udh di restart udh di update udh di logout trus log in lagi ttep sma.. jelek. Bgt kualitasny, udh lapor di pusat bantuan no respon ribet klo ad kendala sperti ini tdk bsa menghubungi cs yg fast respon... Kecewa berat.. APLIKASI NO RECOMEND!!!👎👎👎👎👎👎👎",negative
"Knp ada beberapa vidio yg black screen, ng bisa d tonton padahal uda d download",positive
Banyak film yang telah dihapus..,positive
"Subtitle pada device hp terlalu kecil tidak bisa dibaca saat menggunakan hp, harap diperbaiki",positive
"Film nya lebih dilengkapin lagi dong khususnya anime masa malah kalah sama yang ilegal Situs ilegal udah update disney malah belum, ketinggalan beberapa eps pula",negative
film nya kurang lengkap,positive
Bagus,positive
"Saya gk bisa menemukan film escaype live 2022,knp ya? Pdhal kan serial disney+ tp d cari kok gk ada filmnya?",negative
"Vidio yang sudah di download tidak bisa dilihat, malah muter terus",positive
Puas,positive
Apk nya bagus tapi pas login kok gk bisa,positive
Semakin lebih baik.,positive
Knpa VIP 39 rb tdk bisa di bli 👎,positive
:v,positive
"Tolong dong untuk berlangganannya jangan pakek kartu kredit susah mau berlangganan krn harus pakek kartu kredit, bisa via ovo gopay tapi hatus yg 1thn langganannya yang 1 bulan masa pakek kartu kredit aja gk ada metode pembayaran lain kesel banget",negative
Film² nya terbaru... Kereeen,positive
Sangat bagus👍,positive
Anime nya kok gak di update dari season awal malah di pertengahan season kan susah lanjutin nonton nya,negative
"Sayang banget payment langganan nya harus pake CC, gimana nasibnya yg gapunya CC oyy, jadi gak bisa langganan. Karna gak kepake jadi uninstall deh",negative
Aneh... Sinyalnya ga stabil klo dipake aplikasi ini... Nyesel langganan... Nontonnya ga nyaman...,negative
Keren,positive
"Awalnya filmnya komplit dan lengkap, tapi sekarang malah banyak film yg dikurangi...😅",positive
Mantap,positive
Fix eror pl-1001,negative
Gak bisa langganan Disney+ hostar lagi....,positive
GG Disney Hotstar Bagus & Bayaran nya pakai pulsa murah banget Cuma 20Ribu saja satu bulan sekali aja...,positive
Kualitas gambar ok,positive
Ga bisa dibuka Udah instal ulang lebih dr 5x masih aja something went wrong please try again,negative
"Pembayaran kalau bulanan harus Kredit,gak bisa debit ataupun lainnya,",positive
Sering loading atau buffering padahal bandwidth lebih dari 50 Mbps,positive
Awal2 dpt gratis dari telkom trus beli yang setahun tiba2 langsung abis langganannya,positive
venom 2 kapan keluarnyaaaaaaaa?,positive
Sangat suka,positive
Kasih pilihan on/off buat putar selanjutnya please..,positive
Please fix the EROR PL-1001,negative
Lemot,positive
"Gabisa di puter padahal udah langganan 1 tahun, sama pake wifi masa buffering terus di thumbnail",negative
Loading.. terjadi kesalahan.. loading. . gitu aja terus. streaming yang lain lancar jaya aman sentosa..,positive
Mau berlanggana yg 1bulan aja susah bngt.. pembyran susah,negative
Daftar dan nontonnya gk ribet. Tinggal pake jaringan yg kuat aja. Aku suka serial amerikanya. Krn susah nemuin serial amerika yg aku suka di aplikasi lain,positive
Eorr trus anj1meeeee,positive
Sudah bisa masuk maka bintang saya ubah,positive
Kalo mau bayar langganan lewat retail/Gopay harus langganan tahunan gak bisa bulanan kayak maksa bgt,negative
"Kasih bintang 1 dulu soalnya loadingnya lama dan selalu gagal nonton, padahal sinyal bagus aplikasi juga sudah updatean terbaru, sudah coba hapus cache juga tapi masih loading kapasitas penyimpanan hp juga masih kosong..",negative
Bagus bg gw jadi abisin wktu untuk nonton ferozen mufi 2 😅,positive
Mau waktu dulu bayar bulanan pake ovo bisa sekarang gk bisa parah,positive
Terima kasih brlim bisa membeli membayar lain kali saja kalau ada uang ....,positive
"Untuk apa ada pengaturan resolusi. Kalo yg slalu di terapkan selalu otomatis, susah bgt dapat gambar jernih. Padahal stream di apk lain 4k aja lancar",positive
"Mengapa seringkali masuk di India ya, gmna solusi agar masuk akun indonesia lagi",positive
Kualitas video nya parah jelek,negative
Bagus,positive
Good,positive
"Di MENU SETTING Bisa lah ditambahkan menu Kecepatan Video,",positive
Kenapa lagi ni loading sdah 4 hari gk bisa bisa,positive
Bagus aplikasinya,positive
Filmx ok,positive
"Kenapa Kalau pake wifi tidak bisa, sedangkan jika menggunakan data bisa, kecewa dengan updatean yang sekarang",negative
"so far bagus bagus aja, blom ada kekurangan yg mengganggu",positive
"Semenjak bulan Juni sampai sekarang, bug nya masih ada dimana ketika di play filmnya hanya loading saja harus diuninstal trus instal ulang,padahal play trailer lancar",positive
"Bagus...flim,kartun,Drakor lengkap banget",positive
Good,positive
pembayaran sulittttt .. lewat pulsa saja kalo bisa,positive
👌,positive
"error gabisa streaming udah 2 hari, please fix it",negative
Tambahin black clover dong hehe,positive
"Sangat disayangkan, saya tak bisa berlangganan per bulan karena hanya menerima pembayaran menggunakan kartu kredit, sedang saya hanya punya e-wallet. Harus berlangganan satu tahun baru bisa melakukan pembayaran menggunakan e-wallet. Tapi saya kagum, strategi bisnis anda bagus.. untuk mendapat profit lebih banyak, anda menggunakan skema ""harus berlangganan setahun"" baru bisa menggunakan e-wallet, terlihat lebih murah daripada perbulan, tapi itu kurang worth it untuk saya :'D",positive
"Ga bs d benerin apa appikasinya, kaya antri sembako.",positive
"Hai tambahkan serial ""The Empire"" Dong, soalnya untuk versi disney + hotstar luar sudah rilis, hanya di indonesia yg belum.",positive
Tolong Untuk berlangganan 1 bulan metode pembayaran ditambah lagi dong gak semua orang pakai kartu kredit.,positive
Disney+Hotstar mantap dan menginspirasi.,positive
Sayangnya saat mulai kayak diley makin lama makin parah,negative
Best,positive
Kenapa film Radha Krishna tidak ada lagi min?,negative
"Kok tiba2 kaya gini sih, semua video yg sdah aku unduh gk bisa ke putar tapi video yg gk ku unduh bisa ke putar smua. Gliran d hpus dri unduhan baru bisa. Kalo mmang gk niat kita nnton offline mending menu unduh.y d hpus aja jdi kami gk skit hati dah unduh video bnyak tpi blum slesai nnton smua dah gk bisa ke putar 😑",positive
Bagus,positive
Mantap,positive
"Tolong dong saat pemutaran film tambahin fitur untuk mempermudah kita nonton. Misal tombol percepat film, panel penerang kecerahan saat nonton, dan tap 2x layar untuk mempercepat vidio.. agar kami yang nonton nyaman juga nntnnya..",positive
Bagus,positive
Aplikasi bgst jlk banget anjir aplikasi ny lebih baik cari yg laen😑,negative
Lelet.,positive
Ini masih 1 bundel dengan paket Telkomsel ga si??,positive
Subtitle terlalu kecil untuk mobile,positive
Semenjak kemarin bug apa sudah berlangganan kok harus bayar lagi gak bisa di play ?!,negative
Lancar jaya 👍,positive
The season 8 of Upin and Ipin are goone!!! :( Please fix this bugs,positive
"Lambat,sinyal indihome jelek,kualitas tayangan jelek",negative
"Mantap, mudah di gunakan",positive
"Mau streaming ko susah banget yaa, eror trus gambar berhenti tapi filmnya jalan terus. Padahal sinyal bagus. Bikin kesel. Kan sayang udah beli paket yg berlangganan tapi gak bisa nonton di disney+. Tiap diulang atau dimajuin beberapa detik filmnya loading trus dan malah jadi eror. Tolong perbaiki ya.",negative
Bagimu Persib Jiwa Raga Kami,positive
Asw,positive
Bgus,positive
setiap download muter terus gbs donwload,positive
"Terima kasih disney sudah menambahkan film kkn di desa penari yang versi uncut saya sangat suka sekali dan tolong tambahkan film film terbaru horor lainnya seperti Pengapdi Setan 2, ivana, dan yang lainnya ok saya tunggu film² terbaru lainnya trima kasih",positive
"Gak bisa nonton, muter gak jelas, padahal jaringan bagus, paket aktif.",positive
Untuk berlangganan 1 bulan aja ga bisa pembayaran tanpa kartu kredit,negative
i cant login.........again.....,positive
Subtitelnya kekecilan,positive
"Aplikasi tidak lancar di perangkat samsung galaxy note 8, kadang jadi kadang ga bisa dibuka, entah apa masalahnya, padahal sebelumnya lancar lancar aja, tolong diperbaiki",negative
"Dpat gratis berlangganan disney ini krna ambil paket internet telkomsel, tpi mau msuk ga bisa bisa, aneh banget ni disney masa sms verifikasi aja gak masuk masuk, kesal bnget",negative
"Kenapa malah gak bisa di buka lagi, padahal suka banget sama semua film",positive
"Lebih Ditingkatkan Lagi Dalam Hal Penggunaan, Salah Satunya Ukuran Subtitle Yang Tidak Bisa Di Edit. Seharusnya dapat diedit ukuran subtitle di setiap video.",positive
Ok,positive
"Sudah beli paket berlangganan, giliran di putar loading mulu,",positive
"Ui pemutar videonya kurang fitur percepat, sama save save an, biar bisa lanjut nonton lagi gitu",positive
Mantap,positive
baik,positive
"Video sering nge-freeze, patah-patah, atau blank Saya tingkatkan rating jika ada perbaikan Sangat mengecewakan karena masih belum ada perbaikan",negative
Mau nonton aja ada gangguan,negative
Apk taiiiii,negative
"Semua udah bgus, cuma mau kasih saran, untuk kedepannya tambahin dubbing Jepang biar makin seru nonton nya, sekian terimakasih 🙏",positive
"Maaf sangat mengecewakan di saat aktifkan paket Disney+hotstar di My Telkomsel utk 1 bulan. Tidak berguna sama sekali. Video tidak bisa terputer, hanya trailer saja. Omong kosong, sampah, kebohongan yang dipelihara marketing Telkomsel",negative
Mantab.. kalo bisa perbanyak lagi film filmnya yaaa.. udah mulai bagus nih dari netflix. Ya semoga bisa lebih baik yaa,positive
Kita di paksa untuk berlangganan per tahun.mana mau kami.kadang jorong nonton juga..dasar aplikasi gilaaa,negative
pembayaran yang pakai gopay gak ada,negative
Apa sekarang Disney sudah tidak bekerja sama lg dg telkomsel? Dan paket yg termasuk langganan sudah tidak ada lg?,negative
